w_judge,e_judge,w_rank,w_name,ruler,e_rank,e_name,year,month,day
1,0,J9e,Tomonohana,shitatedashinage,J3w,Otsukasa,2001,01,12
0,1,J13e,Komidori,uwatenage,J4w,Kobo,2001,01,12
0,1,J4e,Juzan,yorikiri,J6e,Aminishiki,2001,01,12
1,0,J5e,Yotsukasa,yorikiri,J12w,Tamanokuni,2001,01,12
1,0,J8e,Komahikari,shitatenage,J6w,Kuniazuma,2001,01,12
0,1,J7e,Oikari,yorikiri,J13w,Kitazakura,2001,01,12
0,1,J11w,Kotokanyu,tsukitaoshi,J10w,Aogiyama,2001,01,12
0,1,J11e,Tomikaze,oshidashi,J12e,Wakatoryu,2001,01,12
1,0,S1e,Wakanosato,sokubiotoshi,Y1w,Musashimaru,2001,01,13
1,0,Y2e,Takanohana,yorikiri,O1e,Kaio,2001,01,13
1,0,M7w,Kotoryu,shitatehineri,O3w,Musoyama,2001,01,13
0,1,O2e,Dejima,hatakikomi,M8e,Kyokutenho,2001,01,13
1,0,K1w,Tochinonada,yorikiri,O2w,Miyabiyama,2001,01,13
0,1,M1w,Tochisakae,okuridashi,S1w,Kotomitsuki,2001,01,13
0,1,K1e,Takanowaka,uwatenage,M2e,Kotonowaka,2001,01,13
1,0,M1e,Takanonami,hatakikomi,M5e,Tosanoumi,2001,01,13
0,1,M3e,Wakanoyama,okuridashi,M4w,Tochiazuma,2001,01,13
0,1,M9e,Hamanoshima,komatasukui,M3w,Kaiho,2001,01,13
1,0,M4e,Akinoshima,sukuinage,M11w,Minatofuji,2001,01,13
0,1,M10e,Kyokushuzan,okuridashi,M5w,Tamakasuga,2001,01,13
1,0,M6e,Tochinohana,uwatenage,M14w,Wakakosho,2001,01,13
0,1,M13w,Tamarikido,watashikomi,M6w,Chiyotenzan,2001,01,13
1,0,M7e,Higonoumi,hikiotoshi,M14e,Asanowaka,2001,01,13
1,0,M13e,Daishi,sukuinage,M9w,Tokitsuumi,2001,01,13
1,0,M11e,Kinkaiyama,oshidashi,J2w,Terao,2001,01,13
0,1,M12e,Takatoriki,oshidashi,J3w,Otsukasa,2001,01,13
1,0,J1e,Tamanonada,okuritaoshi,M12w,Asashoryu,2001,01,13
0,1,J6w,Kuniazuma,yorikiri,J1w,Daizen,2001,01,13
1,0,J3e,Jumonji,yorikiri,J4w,Kobo,2001,01,13
0,1,J4e,Juzan,yorikiri,J12w,Tamanokuni,2001,01,13
0,1,J5e,Yotsukasa,yorikiri,J10e,Hamanishiki,2001,01,13
NaN,NaN,J6e,Aminishiki,fusen,J7e,Oikari,2001,01,13
1,0,J12e,Wakatoryu,hatakikomi,J7w,Toyozakura,2001,01,13
0,1,J8e,Komahikari,yorikiri,J13w,Kitazakura,2001,01,13
1,0,J11w,Kotokanyu,hikiotoshi,J8w,Wakatsutomu,2001,01,13
0,1,J9e,Tomonohana,tsukitaoshi,J10w,Aogiyama,2001,01,13
1,0,J11e,Tomikaze,oshidashi,Ms3w,Hokutoriki,2001,01,13
0,1,J13e,Komidori,uwatenage,Ms6e,Wakahayato,2001,01,13
1,0,Y2e,Takanohana,yorikiri,O2e,Dejima,2001,01,14
0,1,O1e,Kaio,yorikiri,Y1w,Musashimaru,2001,01,14
0,1,M5w,Tamakasuga,oshitaoshi,O2w,Miyabiyama,2001,01,14
0,1,S1e,Wakanosato,uwatenage,O3w,Musoyama,2001,01,14
0,1,M6e,Tochinohana,yorikiri,S1w,Kotomitsuki,2001,01,14
0,1,M4w,Tochiazuma,oshidashi,K1w,Tochinonada,2001,01,14
1,0,K1e,Takanowaka,hatakikomi,M3w,Kaiho,2001,01,14
0,1,M9e,Hamanoshima,tsukiotoshi,M1w,Tochisakae,2001,01,14
0,1,M1e,Takanonami,yorikiri,M6w,Chiyotenzan,2001,01,14
0,1,M2e,Kotonowaka,yorikiri,M4e,Akinoshima,2001,01,14
0,1,M3e,Wakanoyama,yorikiri,M8e,Kyokutenho,2001,01,14
0,1,M5e,Tosanoumi,hikiotoshi,M11e,Kinkaiyama,2001,01,14
0,1,M13e,Daishi,oshidashi,M7w,Kotoryu,2001,01,14
0,1,M7e,Higonoumi,tsukidashi,M12w,Asashoryu,2001,01,14
0,1,M14w,Wakakosho,hatakikomi,M9w,Tokitsuumi,2001,01,14
1,0,M10e,Kyokushuzan,yorikiri,M14e,Asanowaka,2001,01,14
0,1,J3w,Otsukasa,yoritaoshi,M11w,Minatofuji,2001,01,14
1,0,M12e,Takatoriki,hikiotoshi,M13w,Tamarikido,2001,01,14
1,0,J8e,Komahikari,yorikiri,J1w,Daizen,2001,01,14
1,0,J1e,Tamanonada,oshidashi,J13w,Kitazakura,2001,01,14
0,1,J10e,Hamanishiki,tsukidashi,J2w,Terao,2001,01,14
0,1,J3e,Jumonji,oshidashi,J10w,Aogiyama,2001,01,14
1,0,J8w,Wakatsutomu,yorikiri,J4w,Kobo,2001,01,14
1,0,J4e,Juzan,tsukidashi,J13e,Komidori,2001,01,14
1,0,J5e,Yotsukasa,oshidashi,J11e,Tomikaze,2001,01,14
0,1,J7w,Toyozakura,oshidashi,J6w,Kuniazuma,2001,01,14
1,0,J6e,Aminishiki,oshitaoshi,J9e,Tomonohana,2001,01,14
1,0,Ms2e,Kasuganishiki,yoritaoshi,J11w,Kotokanyu,2001,01,14
0,1,Ms3e,Sekiyama,yorikiri,J12w,Tamanokuni,2001,01,14
0,1,J12e,Wakatoryu,hatakikomi,Ms1e,Senshuyama,2001,01,14
0,1,Y2e,Takanohana,okuritaoshi,Y1w,Musashimaru,2001,01,15
0,1,O1e,Kaio,yorikiri,O2e,Dejima,2001,01,15
0,1,S1w,Kotomitsuki,makiotoshi,O2w,Miyabiyama,2001,01,15
0,1,M8e,Kyokutenho,oshidashi,O3w,Musoyama,2001,01,15
1,0,S1e,Wakanosato,kotenage,M7w,Kotoryu,2001,01,15
0,1,K1e,Takanowaka,yorikiri,M6e,Tochinohana,2001,01,15
0,1,M6w,Chiyotenzan,uwatenage,K1w,Tochinonada,2001,01,15
0,1,M1e,Takanonami,yorikiri,M4w,Tochiazuma,2001,01,15
1,0,M5e,Tosanoumi,uwatenage,M1w,Tochisakae,2001,01,15
0,1,M2e,Kotonowaka,yorikiri,M9e,Hamanoshima,2001,01,15
1,0,M3e,Wakanoyama,oshitaoshi,M12w,Asashoryu,2001,01,15
1,0,M9w,Tokitsuumi,kimetaoshi,M3w,Kaiho,2001,01,15
1,0,M4e,Akinoshima,yorikiri,M13w,Tamarikido,2001,01,15
0,1,M14e,Asanowaka,hatakikomi,M5w,Tamakasuga,2001,01,15
0,1,M7e,Higonoumi,hikiotoshi,M13e,Daishi,2001,01,15
0,1,M10e,Kyokushuzan,oshidashi,M12e,Takatoriki,2001,01,15
0,1,M11e,Kinkaiyama,oshidashi,M11w,Minatofuji,2001,01,15
1,0,J6e,Aminishiki,oshidashi,M14w,Wakakosho,2001,01,15
1,0,J1e,Tamanonada,sotogake,J6w,Kuniazuma,2001,01,15
NaN,NaN,J11e,Tomikaze,fusen,J1w,Daizen,2001,01,15
0,1,J12w,Tamanokuni,hatakikomi,J2w,Terao,2001,01,15
1,0,J3e,Jumonji,okuridashi,J13e,Komidori,2001,01,15
1,0,J10e,Hamanishiki,yorikiri,J3w,Otsukasa,2001,01,15
1,0,J4e,Juzan,yorikiri,J7w,Toyozakura,2001,01,15
1,0,J10w,Aogiyama,oshidashi,J4w,Kobo,2001,01,15
1,0,J5e,Yotsukasa,oshidashi,J13w,Kitazakura,2001,01,15
0,1,J8e,Komahikari,kotenage,J11w,Kotokanyu,2001,01,15
0,1,J9e,Tomonohana,tottari,J8w,Wakatsutomu,2001,01,15
1,0,J12e,Wakatoryu,oshidashi,Ms5e,Gojoro,2001,01,15
1,0,Y1e,Takanohana,uwatenage,K1e,Tochiazuma,2001,03,1
0,1,M1e,Kyokutenho,yorikiri,Y1w,Musashimaru,2001,03,1
1,0,O1e,Kaio,oshidashi,K1w,Wakanoyama,2001,03,1
0,1,M1w,Kotoryu,okuridashi,O1w,Musoyama,2001,03,1
0,1,O2e,Miyabiyama,kozumatori,M2e,Chiyotenzan,2001,03,1
0,1,M2w,Hayateumi,oshidashi,O2w,Dejima,2001,03,1
1,0,S1e,Wakanosato,yorikiri,M3e,Takanonami,2001,03,1
0,1,M3w,Kotomitsuki,oshidashi,S1w,Tochinonada,2001,03,1
1,0,M4e,Tokitsuumi,yorikiri,M4w,Takanowaka,2001,03,1
1,0,M5e,Akinoshima,sukuinage,M5w,Kyokushuzan,2001,03,1
1,0,M6e,Asashoryu,shitatenage,M6w,Kotonowaka,2001,03,1
1,0,M7e,Tamakasuga,oshidashi,M7w,Tochisakae,2001,03,1
1,0,M8e,Tosanoumi,yorikiri,M8w,Higonoumi,2001,03,1
1,0,M9e,Kaiho,tsukiotoshi,M9w,Takatoriki,2001,03,1
1,0,M10e,Tamanoshima,oshidashi,M10w,Asanowaka,2001,03,1
0,1,M11e,Hamanoshima,okuridashi,M11w,Tochinohana,2001,03,1
0,1,M12e,Otsukasa,hatakikomi,M12w,Terao,2001,03,1
1,0,M13e,Kinkaiyama,okuridashi,M13w,Jumonji,2001,03,1
0,1,M14e,Minatofuji,tsukiotoshi,M14w,Daishi,2001,03,1
1,0,M15e,Aminishiki,oshidashi,J1e,Tamarikido,2001,03,1
1,0,J2e,Hamanishiki,yorikiri,J1w,Wakakosho,2001,03,1
1,0,J3e,Wakatsutomu,tsukiotoshi,J2w,Aogiyama,2001,03,1
1,0,J4e,Toki,hatakikomi,J3w,Daizen,2001,03,1
0,1,J5w,Yotsukasa,yorikiri,J4w,Kitazakura,2001,03,1
1,0,J6e,Wakatoryu,kotenage,J6w,Juzan,2001,03,1
1,0,J7e,Tamanokuni,yoritaoshi,J7w,Kuniazuma,2001,03,1
1,0,J8e,Harunoyama,yorikiri,J8w,Kobo,2001,03,1
0,1,J9e,Komahikari,oshidashi,J9w,Sentoryu,2001,03,1
0,1,J10e,Tomonohana,hatakikomi,J10w,Kasuganishiki,2001,03,1
1,0,J12e,Senshuyama,hatakikomi,J11w,Toyozakura,2001,03,1
1,0,J13e,Masutsuyoshi,yorikiri,J12w,Kotokanyu,2001,03,1
0,1,Ms1e,Takamisakari,yorikiri,J13w,Takanotsuru,2001,03,1
0,1,S1e,Wakanosato,yoritaoshi,Y1w,Musashimaru,2001,03,2
1,0,Y1e,Takanohana,oshidashi,M1w,Kotoryu,2001,03,2
0,1,S1w,Tochinonada,oshidashi,O1w,Musoyama,2001,03,2
1,0,O2e,Miyabiyama,oshidashi,M5w,Kyokushuzan,2001,03,2
0,1,M5e,Akinoshima,oshidashi,O2w,Dejima,2001,03,2
1,0,O1e,Kaio,yorikiri,M3w,Kotomitsuki,2001,03,2
1,0,M4w,Takanowaka,hatakikomi,K1w,Wakanoyama,2001,03,2
0,1,K1e,Tochiazuma,kotenage,M3e,Takanonami,2001,03,2
0,1,M1e,Kyokutenho,sukuinage,M2e,Chiyotenzan,2001,03,2
0,1,M4e,Tokitsuumi,yorikiri,M2w,Hayateumi,2001,03,2
0,1,M7e,Tamakasuga,oshidashi,M6w,Kotonowaka,2001,03,2
1,0,M6e,Asashoryu,tsukidashi,M8w,Higonoumi,2001,03,2
1,0,M9e,Kaiho,tsukiotoshi,M7w,Tochisakae,2001,03,2
1,0,M8e,Tosanoumi,oshidashi,M10w,Asanowaka,2001,03,2
1,0,M11e,Hamanoshima,hatakikomi,M9w,Takatoriki,2001,03,2
0,1,M10e,Tamanoshima,hikiotoshi,M12w,Terao,2001,03,2
1,0,M13e,Kinkaiyama,shitatedashinage,M11w,Tochinohana,2001,03,2
1,0,M12e,Otsukasa,hatakikomi,M14e,Minatofuji,2001,03,2
1,0,M15e,Aminishiki,shitatedashinage,M13w,Jumonji,2001,03,2
1,0,J1w,Wakakosho,oshitaoshi,M14w,Daishi,2001,03,2
0,1,J1e,Tamarikido,oshidashi,J3e,Wakatsutomu,2001,03,2
NaN,NaN,J4e,Toki,fusen,J2w,Aogiyama,2001,03,2
1,0,J2e,Hamanishiki,yorikiri,J4w,Kitazakura,2001,03,2
0,1,J5w,Yotsukasa,hatakikomi,J3w,Daizen,2001,03,2
0,1,J7e,Tamanokuni,yoritaoshi,J6w,Juzan,2001,03,2
1,0,J6e,Wakatoryu,oshidashi,J8w,Kobo,2001,03,2
0,1,J9e,Komahikari,yorikiri,J7w,Kuniazuma,2001,03,2
1,0,J8e,Harunoyama,yoritaoshi,J10w,Kasuganishiki,2001,03,2
1,0,J10e,Tomonohana,shitatenage,J9w,Sentoryu,2001,03,2
0,1,J12w,Kotokanyu,yorikiri,J11w,Toyozakura,2001,03,2
1,0,J12e,Senshuyama,katasukashi,J13w,Takanotsuru,2001,03,2
1,0,J13e,Masutsuyoshi,yoritaoshi,Ms1w,Tanaka,2001,03,2
0,1,Y1e,Takanohana,yorikiri,S1w,Tochinonada,2001,03,3
1,0,M2e,Chiyotenzan,okuridashi,Y1w,Musashimaru,2001,03,3
0,1,O2e,Miyabiyama,yorikiri,M3e,Takanonami,2001,03,3
0,1,M1e,Kyokutenho,yorikiri,O2w,Dejima,2001,03,3
1,0,O1e,Kaio,yorikiri,K1e,Tochiazuma,2001,03,3
0,1,M4e,Tokitsuumi,oshitaoshi,O1w,Musoyama,2001,03,3
1,0,S1e,Wakanosato,yorikiri,M1w,Kotoryu,2001,03,3
1,0,M2w,Hayateumi,oshidashi,K1w,Wakanoyama,2001,03,3
0,1,M5e,Akinoshima,kirikaeshi,M3w,Kotomitsuki,2001,03,3
0,1,M5w,Kyokushuzan,oshidashi,M4w,Takanowaka,2001,03,3
0,1,M6e,Asashoryu,tsukiotoshi,M8e,Tosanoumi,2001,03,3
0,1,M9w,Takatoriki,yorikiri,M6w,Kotonowaka,2001,03,3
1,0,M7e,Tamakasuga,hatakikomi,M9e,Kaiho,2001,03,3
1,0,M10e,Tamanoshima,oshidashi,M7w,Tochisakae,2001,03,3
1,0,M10w,Asanowaka,oshidashi,M8w,Higonoumi,2001,03,3
0,1,M11e,Hamanoshima,utchari,M13w,Jumonji,2001,03,3
0,1,M14w,Daishi,oshidashi,M11w,Tochinohana,2001,03,3
1,0,M12e,Otsukasa,yorikiri,M13e,Kinkaiyama,2001,03,3
0,1,M15e,Aminishiki,hatakikomi,M12w,Terao,2001,03,3
0,1,M14e,Minatofuji,yorikiri,J2e,Hamanishiki,2001,03,3
NaN,NaN,J1e,Tamarikido,fusen,J3w,Daizen,2001,03,3
0,1,J4w,Kitazakura,yorikiri,J1w,Wakakosho,2001,03,3
1,0,J3e,Wakatsutomu,hatakikomi,J6w,Juzan,2001,03,3
1,0,J4e,Toki,hikiotoshi,J6e,Wakatoryu,2001,03,3
1,0,J8e,Harunoyama,kirikaeshi,J5w,Yotsukasa,2001,03,3
0,1,J7e,Tamanokuni,hikiotoshi,J9w,Sentoryu,2001,03,3
1,0,J10e,Tomonohana,kekaeshi,J7w,Kuniazuma,2001,03,3
0,1,J12e,Senshuyama,sukuinage,J8w,Kobo,2001,03,3
0,1,J9e,Komahikari,oshidashi,J12w,Kotokanyu,2001,03,3
1,0,J13e,Masutsuyoshi,tsukiotoshi,J10w,Kasuganishiki,2001,03,3
1,0,J13w,Takanotsuru,yoritaoshi,J11w,Toyozakura,2001,03,3
0,1,M5w,Kyokushuzan,yorikiri,Y1w,Musashimaru,2001,03,4
1,0,Y1e,Takanohana,uwatenage,M3w,Kotomitsuki,2001,03,4
1,0,M1w,Kotoryu,tsukiotoshi,O2w,Dejima,2001,03,4
1,0,O1e,Kaio,uwatenage,S1w,Tochinonada,2001,03,4
1,0,M1e,Kyokutenho,hatakikomi,O1w,Musoyama,2001,03,4
1,0,O2e,Miyabiyama,isamiashi,M2w,Hayateumi,2001,03,4
1,0,S1e,Wakanosato,sukuinage,K1e,Tochiazuma,2001,03,4
1,0,M2e,Chiyotenzan,okuridashi,K1w,Wakanoyama,2001,03,4
0,1,M3e,Takanonami,yorikiri,M4e,Tokitsuumi,2001,03,4
1,0,M5e,Akinoshima,yorikiri,M4w,Takanowaka,2001,03,4
1,0,M7w,Tochisakae,okuridashi,M6w,Kotonowaka,2001,03,4
0,1,M6e,Asashoryu,kotenage,M7e,Tamakasuga,2001,03,4
0,1,M9w,Takatoriki,oshidashi,M8w,Higonoumi,2001,03,4
1,0,M8e,Tosanoumi,oshidashi,M9e,Kaiho,2001,03,4
1,0,M11w,Tochinohana,yorikiri,M10w,Asanowaka,2001,03,4
1,0,M10e,Tamanoshima,yorikiri,M11e,Hamanoshima,2001,03,4
0,1,M14w,Daishi,yorikiri,M12w,Terao,2001,03,4
1,0,M12e,Otsukasa,hatakikomi,M15e,Aminishiki,2001,03,4
0,1,J3e,Wakatsutomu,kotenage,M13w,Jumonji,2001,03,4
0,1,M13e,Kinkaiyama,oshidashi,M14e,Minatofuji,2001,03,4
1,0,J3w,Daizen,yorikiri,J1w,Wakakosho,2001,03,4
0,1,J2e,Hamanishiki,tsukiotoshi,J5w,Yotsukasa,2001,03,4
0,1,J7w,Kuniazuma,yorikiri,J4w,Kitazakura,2001,03,4
1,0,J4e,Toki,hikiotoshi,J6w,Juzan,2001,03,4
0,1,J6e,Wakatoryu,oshidashi,J9w,Sentoryu,2001,03,4
1,0,J7e,Tamanokuni,yoritaoshi,J9e,Komahikari,2001,03,4
NaN,NaN,J11w,Toyozakura,fusen,J8w,Kobo,2001,03,4
1,0,J8e,Harunoyama,oshidashi,J12e,Senshuyama,2001,03,4
1,0,J13w,Takanotsuru,yorikiri,J10w,Kasuganishiki,2001,03,4
0,1,J10e,Tomonohana,kimedashi,J13e,Masutsuyoshi,2001,03,4
0,1,Ms2e,Yamada,oshidashi,J12w,Kotokanyu,2001,03,4
1,0,Y1e,Takanohana,okuridashi,K1w,Wakanoyama,2001,03,5
0,1,M1w,Kotoryu,kimetaoshi,Y1w,Musashimaru,2001,03,5
1,0,O1e,Kaio,sukuinage,M1e,Kyokutenho,2001,03,5
0,1,M2e,Chiyotenzan,oshidashi,O1w,Musoyama,2001,03,5
0,1,O2e,Miyabiyama,okuritaoshi,M3w,Kotomitsuki,2001,03,5
1,0,K1e,Tochiazuma,hatakikomi,O2w,Dejima,2001,03,5
0,1,S1e,Wakanosato,tsukiotoshi,S1w,Tochinonada,2001,03,5
1,0,M4w,Takanowaka,oshitaoshi,M2w,Hayateumi,2001,03,5
0,1,M3e,Takanonami,ashitori,M6e,Asashoryu,2001,03,5
1,0,M4e,Tokitsuumi,shitatenage,M5e,Akinoshima,2001,03,5
1,0,M7w,Tochisakae,oshidashi,M5w,Kyokushuzan,2001,03,5
0,1,M8e,Tosanoumi,yorikiri,M6w,Kotonowaka,2001,03,5
1,0,M7e,Tamakasuga,sukuinage,M8w,Higonoumi,2001,03,5
0,1,M9e,Kaiho,kotenage,M10e,Tamanoshima,2001,03,5
1,0,M10w,Asanowaka,hikiotoshi,M9w,Takatoriki,2001,03,5
0,1,M11e,Hamanoshima,tsukidashi,M14w,Daishi,2001,03,5
1,0,M12e,Otsukasa,yoritaoshi,M11w,Tochinohana,2001,03,5
1,0,M13e,Kinkaiyama,tsukidashi,M12w,Terao,2001,03,5
0,1,M14e,Minatofuji,oshitaoshi,M13w,Jumonji,2001,03,5
1,0,M15e,Aminishiki,yorikiri,J3w,Daizen,2001,03,5
0,1,J4e,Toki,yorikiri,J1w,Wakakosho,2001,03,5
1,0,J2e,Hamanishiki,yoritaoshi,J3e,Wakatsutomu,2001,03,5
0,1,J6w,Juzan,yorikiri,J4w,Kitazakura,2001,03,5
1,0,J7e,Tamanokuni,uwatenage,J5w,Yotsukasa,2001,03,5
1,0,J6e,Wakatoryu,oshidashi,J7w,Kuniazuma,2001,03,5
0,1,J8e,Harunoyama,shitatehineri,J10e,Tomonohana,2001,03,5
1,0,J10w,Kasuganishiki,yorikiri,J8w,Kobo,2001,03,5
0,1,J9e,Komahikari,hatakikomi,J13w,Takanotsuru,2001,03,5
0,1,J13e,Masutsuyoshi,oshidashi,J9w,Sentoryu,2001,03,5
0,1,J12e,Senshuyama,oshitaoshi,Ms2w,Sumanofuji,2001,03,5
0,1,Ms3e,Otoryu,tsukiotoshi,J12w,Kotokanyu,2001,03,5
0,1,M2w,Hayateumi,yorikiri,Y1w,Musashimaru,2001,03,6
1,0,Y1e,Takanohana,yorikiri,M2e,Chiyotenzan,2001,03,6
0,1,M3e,Takanonami,yorikiri,O1w,Musoyama,2001,03,6
0,1,O2e,Miyabiyama,yorikiri,K1e,Tochiazuma,2001,03,6
1,0,M3w,Kotomitsuki,yorikiri,O2w,Dejima,2001,03,6
1,0,O1e,Kaio,kotenage,M1w,Kotoryu,2001,03,6
1,0,M1e,Kyokutenho,tsukiotoshi,S1w,Tochinonada,2001,03,6
1,0,S1e,Wakanosato,yorikiri,K1w,Wakanoyama,2001,03,6
0,1,M6e,Asashoryu,tsukiotoshi,M4w,Takanowaka,2001,03,6
1,0,M4e,Tokitsuumi,shitatenage,M6w,Kotonowaka,2001,03,6
1,0,M8w,Higonoumi,oshidashi,M5w,Kyokushuzan,2001,03,6
1,0,M5e,Akinoshima,oshidashi,M8e,Tosanoumi,2001,03,6
1,0,M9w,Takatoriki,hatakikomi,M7w,Tochisakae,2001,03,6
0,1,M7e,Tamakasuga,yorikiri,M11w,Tochinohana,2001,03,6
0,1,M9e,Kaiho,okuridashi,M11e,Hamanoshima,2001,03,6
1,0,M13w,Jumonji,yorikiri,M10w,Asanowaka,2001,03,6
1,0,M10e,Tamanoshima,oshidashi,M13e,Kinkaiyama,2001,03,6
1,0,M14e,Minatofuji,hikiotoshi,M12w,Terao,2001,03,6
1,0,M12e,Otsukasa,yorikiri,M14w,Daishi,2001,03,6
1,0,M15e,Aminishiki,oshidashi,J4e,Toki,2001,03,6
0,1,J5w,Yotsukasa,sukuinage,J1w,Wakakosho,2001,03,6
0,1,J6w,Juzan,hikiotoshi,J2w,Aogiyama,2001,03,6
0,1,J2e,Hamanishiki,yorikiri,J3w,Daizen,2001,03,6
1,0,J3e,Wakatsutomu,oshidashi,J7e,Tamanokuni,2001,03,6
0,1,J6e,Wakatoryu,yorikiri,J4w,Kitazakura,2001,03,6
0,1,J10w,Kasuganishiki,kotenage,J7w,Kuniazuma,2001,03,6
1,0,J13w,Takanotsuru,yorikiri,J8w,Kobo,2001,03,6
1,0,J8e,Harunoyama,yorikiri,J13e,Masutsuyoshi,2001,03,6
1,0,J12w,Kotokanyu,uwatenage,J9w,Sentoryu,2001,03,6
1,0,J9e,Komahikari,uwatenage,J10e,Tomonohana,2001,03,6
0,1,J12e,Senshuyama,oshidashi,Ms4e,Shimotori,2001,03,6
1,0,Y1e,Takanohana,yorikiri,M1e,Kyokutenho,2001,03,7
1,0,M3w,Kotomitsuki,yorikiri,Y1w,Musashimaru,2001,03,7
NaN,NaN,O2e,Miyabiyama,fusen,M1w,Kotoryu,2001,03,7
0,1,M2e,Chiyotenzan,yorikiri,O2w,Dejima,2001,03,7
1,0,O1e,Kaio,uwatenage,S1e,Wakanosato,2001,03,7
0,1,M2w,Hayateumi,yorikiri,O1w,Musoyama,2001,03,7
0,1,K1w,Wakanoyama,oshidashi,S1w,Tochinonada,2001,03,7
1,0,K1e,Tochiazuma,yorikiri,M4e,Tokitsuumi,2001,03,7
1,0,M3e,Takanonami,yorikiri,M4w,Takanowaka,2001,03,7
0,1,M5e,Akinoshima,oshidashi,M7w,Tochisakae,2001,03,7
1,0,M9w,Takatoriki,oshitaoshi,M5w,Kyokushuzan,2001,03,7
1,0,M6e,Asashoryu,oshidashi,M9e,Kaiho,2001,03,7
1,0,M10e,Tamanoshima,yorikiri,M6w,Kotonowaka,2001,03,7
1,0,M7e,Tamakasuga,oshidashi,M12w,Terao,2001,03,7
1,0,M8e,Tosanoumi,yorikiri,M12e,Otsukasa,2001,03,7
0,1,M13e,Kinkaiyama,yorikiri,M8w,Higonoumi,2001,03,7
1,0,M15e,Aminishiki,yorikiri,M10w,Asanowaka,2001,03,7
1,0,M11e,Hamanoshima,okuritaoshi,M14e,Minatofuji,2001,03,7
0,1,M13w,Jumonji,yoritaoshi,M11w,Tochinohana,2001,03,7
1,0,J4w,Kitazakura,yorikiri,M14w,Daishi,2001,03,7
0,1,J7e,Tamanokuni,oshidashi,J1w,Wakakosho,2001,03,7
0,1,J2e,Hamanishiki,oshidashi,J8e,Harunoyama,2001,03,7
1,0,J7w,Kuniazuma,okuridashi,J2w,Aogiyama,2001,03,7
0,1,J3e,Wakatsutomu,sokubiotoshi,J9w,Sentoryu,2001,03,7
1,0,J10e,Tomonohana,oshidashi,J3w,Daizen,2001,03,7
1,0,J4e,Toki,oshidashi,J13e,Masutsuyoshi,2001,03,7
1,0,J9e,Komahikari,hatakikomi,J5w,Yotsukasa,2001,03,7
1,0,J6e,Wakatoryu,oshidashi,J13w,Takanotsuru,2001,03,7
0,1,J12e,Senshuyama,oshidashi,J6w,Juzan,2001,03,7
1,0,J12w,Kotokanyu,okuridashi,J8w,Kobo,2001,03,7
0,1,Ms2e,Yamada,oshidashi,J10w,Kasuganishiki,2001,03,7
0,1,M3e,Takanonami,yorikiri,Y1w,Musashimaru,2001,03,8
1,0,Y1e,Takanohana,hatakikomi,S1e,Wakanosato,2001,03,8
0,1,S1w,Tochinonada,oshidashi,O2w,Dejima,2001,03,8
1,0,O1e,Kaio,okuridashi,M2e,Chiyotenzan,2001,03,8
0,1,M3w,Kotomitsuki,yorikiri,O1w,Musoyama,2001,03,8
1,0,O2e,Miyabiyama,oshidashi,M1e,Kyokutenho,2001,03,8
0,1,K1e,Tochiazuma,oshidashi,K1w,Wakanoyama,2001,03,8
0,1,M5w,Kyokushuzan,yorikiri,M2w,Hayateumi,2001,03,8
0,1,M8e,Tosanoumi,katasukashi,M4w,Takanowaka,2001,03,8
0,1,M4e,Tokitsuumi,sotogake,M6e,Asashoryu,2001,03,8
0,1,M5e,Akinoshima,shitatedashinage,M6w,Kotonowaka,2001,03,8
0,1,M10w,Asanowaka,hatakikomi,M7w,Tochisakae,2001,03,8
0,1,M7e,Tamakasuga,hikiotoshi,M12e,Otsukasa,2001,03,8
1,0,M9e,Kaiho,tsukiotoshi,M8w,Higonoumi,2001,03,8
1,0,M14e,Minatofuji,hatakikomi,M9w,Takatoriki,2001,03,8
1,0,M10e,Tamanoshima,yoritaoshi,M15e,Aminishiki,2001,03,8
1,0,M12w,Terao,okuridashi,M11w,Tochinohana,2001,03,8
NaN,NaN,M11e,Hamanoshima,fusen,M13e,Kinkaiyama,2001,03,8
0,1,M14w,Daishi,oshidashi,M13w,Jumonji,2001,03,8
1,0,J6w,Juzan,hikiotoshi,J1w,Wakakosho,2001,03,8
1,0,J5w,Yotsukasa,oshidashi,J2w,Aogiyama,2001,03,8
0,1,J2e,Hamanishiki,tsukiotoshi,J9w,Sentoryu,2001,03,8
0,1,J8e,Harunoyama,tsukiotoshi,J3w,Daizen,2001,03,8
1,0,J3e,Wakatsutomu,yorikiri,J4w,Kitazakura,2001,03,8
1,0,J4e,Toki,hatakikomi,J7e,Tamanokuni,2001,03,8
1,0,J6e,Wakatoryu,oshidashi,J12w,Kotokanyu,2001,03,8
1,0,J8w,Kobo,yorikiri,J7w,Kuniazuma,2001,03,8
0,1,J9e,Komahikari,oshidashi,J10w,Kasuganishiki,2001,03,8
1,0,J10e,Tomonohana,okuridashi,J12e,Senshuyama,2001,03,8
1,0,J13e,Masutsuyoshi,yorikiri,J13w,Takanotsuru,2001,03,8
1,0,Y1e,Takanohana,yorikiri,M2w,Hayateumi,2001,03,9
0,1,M4w,Takanowaka,oshidashi,Y1w,Musashimaru,2001,03,9
1,0,O1e,Kaio,oshitaoshi,O2w,Dejima,2001,03,9
0,1,M5e,Akinoshima,hatakikomi,O1w,Musoyama,2001,03,9
